Round4重点核验专业ID,来源Round4重点核验组,来源Round4完整组内专业,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,压缩序号,第四轮候选ID,专业组出现ID,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,家庭接受度初判V2,调剂风险初判V2,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID
R4FOCUSMAJOR-14ceb738f6fe5537,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,1,05,自动化（办学地点：金石滩校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-3d0a5ba403c277d9
R4FOCUSMAJOR-6102b895f551e58f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,2,06,机器人工程（办学地点：金石滩校区）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-f96e4c266a6ef563
R4FOCUSMAJOR-bdf873f009b3f94e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,3,07,软件工程（办学地点：金石滩校区）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-770dea5204f62b63
R4FOCUSMAJOR-7b616989cb4231a1,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,4,08,去本工程（新工科实验班；办学地点：,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-64437637bbbd1520
R4FOCUSMAJOR-06ba8a6ea4548eac,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,5,09,电子信息工程（办学地点：开发区校,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-e4ecbfcedacc1bf0
R4FOCUSMAJOR-a9143096adcaa588,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,6,10,通億工程（新工科实验班：办学地点：开发区校区）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,,,3,再选科目；专业计划数；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-3591af68da3cb9ff
R4FOCUSMAJOR-d7f3650f2a23f054,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,7,11,光电信息科学与工程（办学地点：开发区校区）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,4,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-8298307b71f11029
R4FOCUSMAJOR-7c148ac8ea7c00d8,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,52,R4GROUP-485ed9055746d877,G-bf49a3052af9e609,大连市,冲刺观察,A223,大连民族大学,A22303,8,12,电子信息材料（新工科实验班；办学地点：开发区校区）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,7,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,59,right,M-cb6d6cd876cb33fe
R4FOCUSMAJOR-ff7b7d9accd58389,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,1,07,机械设计制造及其自动化（在固安校,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,化学,3,5390,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-1456ebcbdbca5d98
R4FOCUSMAJOR-fe7deac1c4ae504c,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,2,08,材料成型及控制工程（在固安校区就,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,2,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-ebc4a9050ef640ab
R4FOCUSMAJOR-c62ea8822e937b37,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,3,09,电子信息工程（在固安校区就读）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-0c5966912050d0c3
R4FOCUSMAJOR-e84581959374920c,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,4,10,人工智能（在固安校区就读）,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-4b6c320d3fe02610
R4FOCUSMAJOR-33f4078dc29f722f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,5,11,计算机科学与技术（在固安校区就读不招不能准确在显示器上识别红、黄、紫各颜色中任何一种颜色的饭码、子莓薯,计算机类相关,计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-7a717d0e250b8789
R4FOCUSMAJOR-dc4c737b3dbf7030,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,6,12,道路桥梁与渡河工程（在固安校区就,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-c06b4f3b832bf056
R4FOCUSMAJOR-66b35f78f34403aa,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,7,13,遥感科学与技术（在固安校区就读）,,,字段缺口待核,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-932872812be01095
R4FOCUSMAJOR-8029690245bd92c3,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,53,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,廊坊市,冲刺观察,F204,北华航天工业学院,F20403,8,14,飞行器控制与信息工程（在固安校区就读）F205河北经贸大学（公办）（河北）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,2,4900,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,103,right,M-c171281e70b8a7ce
R4FOCUSMAJOR-5e4054d94dfecdc4,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,54,R4GROUP-5b9aa4eff45875ef,G-b182864b40284ac6,武汉市,冲刺观察,C128,湖北经济学院,C12811,1,60,会计学,,工商旅游管理,可了解-管理/旅游,待了解-未命中当前偏好方向,可调剂了解-未命中偏好但暂未见硬排除,暂未见硬排除项，但仍需原页/章程闭环,,,45,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-514bd54ba39aaca6
R4FOCUSMAJOR-a33be808cc4bbf79,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-city-gradient-major-details.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_priority_focus55,Round4重点核验组×完整组内专业,false,false,false,false,false,false,false,false,54,R4GROUP-5b9aa4eff45875ef,G-b182864b40284ac6,武汉市,冲刺观察,C128,湖北经济学院,C12811,2,61,会计学（大数据会计创新实验班）,计算机类相关,工商旅游管理；计算机AI软件；计算机类相关,主线偏好-计算机/数字媒体,优先了解-命中当前偏好方向,优先了解-命中当前专业方向,暂未见硬排除项，但仍需原页/章程闭环,,,20,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,75,left,M-6070db92824c351a
