第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,字段缺口待核,,false,H225,武夷学院,H22502,1,08,蒸学（农林类；专业体检要求详见学校,,暂缓判断-特殊限制待核,体检或色觉限制,,,5460,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-f8446afdc85b9d0e,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,字段缺口待核,,false,H225,武夷学院,H22502,2,09,食品质量与安全,,待了解-未命中当前偏好方向,,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-ff809761fd63fc2e,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,专项了解-医技护理康复,医技护理康复,false,H225,武夷学院,H22502,3,10,康复治疗学,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,6240,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-7f7f8b5d3dc4158b,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,H225,武夷学院,H22502,4,11,机械设计制造及其自动化,,待了解-未命中当前偏好方向,,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-8b431483378cc590,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,H225,武夷学院,H22502,5,12,电气工程及其自动化,,待了解-未命中当前偏好方向,,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-7571b26a567b7be3,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,H225,武夷学院,H22502,6,13,电子信息工程,,待了解-未命中当前偏好方向,,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-14408a4afe3eddfc,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,字段缺口待核,,false,H225,武夷学院,H22502,7,14,高分千材料与工程（专业体检要求详见学校招生章程）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-58368cff0171a7a5,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,字段缺口待核,,false,H225,武夷学院,H22502,8,15,化学工程与工艺（专业体检要求详见学校招生章程）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-4afd4522f9300198,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,字段缺口待核,,false,H225,武夷学院,H22502,9,16,生物工程（专业体检要求详见学校招生章程）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-5e24358ac825ebe1,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,字段缺口待核,,false,H225,武夷学院,H22502,10,17,土木工程,,待了解-未命中当前偏好方向,,,,5040,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-47ae429e9e38408f,G-0620ea4028f5d9bd
R2GROUP-f1457d51283e0913,专项,S1-医技/康复专项了解,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关；师范类相关,false,H225,武夷学院,H22502,11,18,人工智能H227泉州师范学院（公办）（福建）,计算机类相关；师范类相关,优先了解-命中当前偏好方向,,,48,5040,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-8,-9,148,right,M-d32a3a4600408472,G-0620ea4028f5d9bd
R2GROUP-f4eea3c686ecbf4f,专项,S1-医技/康复专项了解,历史待补,专项了解-医技护理康复,医技护理康复,false,F186,河北北方学院,F18603,1,03,医学检验技术（色盲、色弱不予录取）F187 承德医学院（公办）（河北）,,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,化学,3,5700,0,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,101,right,M-91a4b42136fb5bd3,G-4ea91f0d3e70a8c1
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,1,08,土木工程,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-48b011eab3010b71,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,2,09,城市地下空间工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-732547eeb37fccc0,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,3,10,道路桥梁与波河工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-28b013f83ad66c66,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,4,11,港口航道与海岸工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-459b1b6da6d9f90c,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,5,12,交通工程（不招色盲、单色不识别的考,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-54fe9d41d6370f34,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,6,13,建筑环境与能源应用工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-0a9b4a1452c0e556,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,7,14,材料科学与工程（不招色弱、色盲、单色不识别的考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-9f3a650d84f661b3,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,8,15,智能材料与结构,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-5f243d27c4c8e03e,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,9,16,给排水科学与工程,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-21290ebfd0f9ee30,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,可了解-环境,环境工程科学,false,F105,天津城建大学,F10504,10,17,环境工程（不招色弱、色盲、单色不识别的考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-873c73b2b5c15325,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,F105,天津城建大学,F10504,11,18,电子信息类（电子信息工程：电子信息科学与技术）,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-c90e083e3eb2a107,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-计算机/数字媒体,电子信息网络；计算机AI软件；计算机类相关,false,F105,天津城建大学,F10504,12,19,计算机类（计算机科学与技术：网络工程；物联网工程）,计算机类相关,优先了解-命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-125023deb34979c0,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,13,20,测绘工程,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-4f42757ffccc8129,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,14,21,遥感科学与技术,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-16176809987ff4ba,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,15,22,应用物理学（不招色盲、单色不识别的院校专业组及专业代号考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,96,right,M-bc923687edbdd7a3,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,16,23,应用化学（不招色弱、色盲、单色不识别的考生）,,暂缓判断-特殊限制待核,体检或色觉限制,,1,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-93b7f6dd8724bd60,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,字段缺口待核,,false,F105,天津城建大学,F10504,17,24,智能建造,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-b63c0127640e7182,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F105,天津城建大学,F10504,18,25,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-080c39efbb1ee971,G-79700ef52987db73
R2GROUP-fa56837642e4105d,专项,S2-农业/环境专项了解,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,F105,天津城建大学,F10504,19,26,智能制造工程,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,27,19,97,left,M-12487beb5d4f2172,G-79700ef52987db73
R2GROUP-fbebf57a7a9a4eaa,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,F584,吉林化工大学,F58402,1,10,化学工程与工艺（不招色盲色弱：办学地点：龙潭校区）,,暂缓判断-特殊限制待核,体检或色觉限制,,2,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,120,left,M-97e6b735eae73c61,G-f0c78c9f5e3ad64c
R2GROUP-fbebf57a7a9a4eaa,专项,S2-农业/环境专项了解,稳妥观察,字段缺口待核,,false,F584,吉林化工大学,F58402,2,11,油气储运工程（不招色盲；办学地点：,,暂缓判断-特殊限制待核,体检或色觉限制,,1,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,120,left,M-6ce9d18062ace3a1,G-f0c78c9f5e3ad64c
