家庭专业决策明细ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭讨论排序,院校代码,院校名称,院校专业组代码,城市,冲稳保,专业组内专业序号,专业代号,专业名称及备注,机器家庭接受度建议,家庭最终接受度待填,家庭最终接受度可填值,是否建议放入6专业讨论,建议6专业理由,调剂风险提示,服从调剂影响,组内调剂判断状态,家庭要回答的问题,专业偏好方向,专业角色判断,专业风险类型,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,来源页码,版面列,专业行ID,第四轮候选ID,家庭备注待填,公开填写边界,公开安全策略
P55-FAM-MAJOR-ff5d4b3108971ac0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,41,K354,曲靖师范学院,K35405,曲靖市,稳妥观察,5,18,智能科学与技术,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,left,M-b65d92d2c10a1c98,R4GROUP-bc6df0b4dd63b190,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-26cc0d773caea314,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,41,K354,曲靖师范学院,K35405,曲靖市,稳妥观察,6,19,食品科学与工程,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,220,left,M-144698afc06618d6,R4GROUP-bc6df0b4dd63b190,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-d259f2b253093265,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,42,H375,赣东学院,H37503,抚州市,稳妥观察,1,05,测绘工程（（1）肢体残疾（不维续恶化）；（2）任何一眼矫正到4.8镜片度数大于800度的.符合以上两种情形的考生，建议慎重报考测绘工程、遥感科学与技术、智能建造及工程管理专,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-2bb57c82fb587d20,R4GROUP-a7a53ab0f4e20447,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-9ead021a7bee98d3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,42,H375,赣东学院,H37503,抚州市,稳妥观察,2,06,计算机科学与技术,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-43bf5cf25f7eb2ec,R4GROUP-a7a53ab0f4e20447,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-0d744fb23e5350fb,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,42,H375,赣东学院,H37503,抚州市,稳妥观察,3,07,通信工程,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-ccbd2b6f5cb0ad25,R4GROUP-a7a53ab0f4e20447,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-35e5db45ac80b1a8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,42,H375,赣东学院,H37503,抚州市,稳妥观察,4,08,物联网工程,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,暂未见硬排除项，但仍需原页/章程闭环,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-7235d1fd71aad297,R4GROUP-a7a53ab0f4e20447,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-f5445791b0140add,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,42,H375,赣东学院,H37503,抚州市,稳妥观察,5,09,自动化,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-0d05ce8806bff055,R4GROUP-a7a53ab0f4e20447,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-b658951fcdae7149,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,42,H375,赣东学院,H37503,抚州市,稳妥观察,6,10,智能制造工程,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,主线偏好-工科信息制造,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-f00bf6d96ccb7d42,R4GROUP-a7a53ab0f4e20447,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-ca27cb2ebb0f2e3f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,42,H375,赣东学院,H37503,抚州市,稳妥观察,7,11,新能源汽车工程H376 南昌航空大学科技学院（独立）（江西）,勉强接受,,可接受 / 勉强接受 / 不能接受 / 待了解,false,可作为调剂容忍项，暂不优先放入6专业。,暂未见硬排除项，但仍需原页/章程闭环,可作为调剂容忍项，但必须由家庭确认是否真的能接受。,可进入调剂讨论，但需确认勉强接受专业是否真能接受,如果被调剂到该专业是否能接受,,字段缺口待核,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,161,right,M-e981c977aa110240,R4GROUP-a7a53ab0f4e20447,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-51aab0c6deff17b6,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,43,K005,琼台师范学院,K00505,海口市,稳妥观察,1,06,软件工程（办学地点：桂林洋校区）,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：计算机类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,计算机类相关,主线偏好-计算机/数字媒体,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-68b6096c537fec1d,R4GROUP-43251e7bdb31e3d9,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-2d233d6cc90c2606,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,43,K005,琼台师范学院,K00505,海口市,稳妥观察,2,07,数学与应用数学（师范类；办学地点：桂林洋校区）识别红、紫各种颜色中任何一种颜色者；办学地点：桂林洋校K006 海南比勒贵尔德应用科学大学（中外）（海南）K00601海南比勒费尔德应用科学大学第01不限,可接受,,可接受 / 勉强接受 / 不能接受 / 待了解,true,命中当前偏好方向：师范类相关。,组内有特殊限制待核，服从调剂前需核完整专业组,可作为6专业或调剂可接受项，仍需原页、湖北官方侧和章程闭环。,存在待核后判断专业，需先核限制/字段再判断调剂,是否愿意把该专业作为组内优先专业,师范类相关,可了解-师范,,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-765e62d010fed49a,R4GROUP-43251e7bdb31e3d9,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
P55-FAM-MAJOR-c23e5eab6a4a4388,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_priority55_family_major_decision_workbook,Priority55家庭逐专业决策明细,院校专业组×专业明细,false,false,false,false,false,false,false,false,43,K005,琼台师范学院,K00505,海口市,稳妥观察,3,01,经济工程（英语教学为主，非英语语种考生慎重报考）,待核后判断,,可接受 / 勉强接受 / 不能接受 / 待了解,false,限制、字段或费用核清前不放入6专业。,组内有特殊限制待核，服从调剂前需核完整专业组,限制、费用或字段未闭环前，不能判断是否可接受调剂。,存在待核后判断专业，需先核限制/字段再判断调剂,先核限制后再判断是否接受；确认语种或单科要求是否满足,,字段缺口待核,语种或单科限制,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,202,left,M-43ef232afb4786f8,R4GROUP-43251e7bdb31e3d9,,本表只填家庭接受度和备注；不要填写计划数、学费、选科读数、截图路径或任何私人信息。,not_final；family_discussion_only；no_field_values；no_private_paths；no_ocr_values；no_recommendation
