来源期号,来源PDF_SHA256,数据阶段,综合风险等级,风险类型,院校代码,院校名称OCR,院校专业组代码,来源页码,OCR专业行数,再选科目OCR候选,人数OCR候选,学费OCR候选,偏好和风险标签,字段完整性标记,候选池V1命中,样本学校命中,核验状态,最终可用,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C210,武汉工程科技学院,C21002,85,8,不限,20；10；5；58；382,25800；24800,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C211,武汉华夏理工学院,C21102,85,20,不限；IXUN；再科要,58；19；15；招生计划；人数；13；54；10；12；22000；15 |21000；20 21000；866,22000；21000；年；学炎,language_or_single_subject;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C216,湖北大学知行学院,C21602,86,9,不限；化学503,,15；18000；11；16000；14；33；20；19800；19；66；34；46；21；20000,language_or_single_subject;tuition_over_15000,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C218,荆州学院,C21802,87,11,不限；化学,20；34；36；10；30；303,18800；19800；20600,language_or_single_subject;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C219,长江大学文理学院,C21905,87,11,不限；「化学,21；26；13；32；11；20；38；427,15000；16500；18000,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C223,武汉文理学院,C22304,88,9,不限；要求,20；人数；190,18700；年；学费；（）；10；17000；8；20000；•10；11；19800；16,language_or_single_subject;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C226,武昌工学院,C22602,89,14,不限,10；22000；40；23000；15；20；22800；31；25500；29；103；30；60,,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C228,武汉纺织大学外经贸学院,C22802,89,10,,8；169,22800；23800；21800,language_or_single_subject;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C229,湖北文理学院理工学院,C22902,89,8,X；U；开选；科目；要求；化学,17；5；8；23；7；35；［16500；貢高；部学；N；人数；566,16500；14300；13000；16300；15000；15700；年；学费；元）,language_or_single_subject;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C230,湖北工程学院新技术学院,C23002,90,8,不限,4；40；10；11；32；2；579,13200；21000|；14000；9；15000|；14300|,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C231,湖北经济学院法商学院,C23102,90,13,不限,48；28；120；23；20；16；155；25；24；21；14；12；200,18000；20000；16000；20000|；16000］；|20000,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C232,湖北恩施学院,C23204,90,3,再边；科目；要求,36；16；人数；129,19800；年；学费；（）；10；21800,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C233,湖北工业大学工程技术学院,C23302,90,8,,25；15；874,18；18000；25；16000；21000；24；35；19800；15,language_or_single_subject;tuition_over_15000,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C235,湖北商贸学院,C23502,91,14,不限,15；24800；28；22600；|22800；17；21800；5；45；42；10；23800；491,21800；23800；22800,language_or_single_subject;priority_2_computer;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C237,湖北师范大学文理学院,C23702,91,11,不限；• X；要求,19000；22；30；36；18000；24；21；U；人数；23；27；19；20；14；595,N；年；学费；（元）；19000；18000,language_or_single_subject;priority_3_teacher;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,C239,湖北三峡航空学院,C23902,92,5,不限,47；30；34；40；525,20800；21000；23800；19800,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F179,河北工业大学,F17903,98,3,「化学,不限,5000；5300,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F180,华北理工大学,F18010,99,1,不限,4；5000；4600；22,4900,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F188,河北师范大学,F18805,101,1,不限,2,5390,language_or_single_subject;priority_3_teacher;tuition_over_15000,tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F191,唐山师范学院,F19102,101,1,,,4900,language_or_single_subject;priority_3_teacher;tuition_over_15000,missing_subject_candidate;missing_plan_count_candidate;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F198,石家庄铁道大学,F19806,102,1,化学,,2；4900；91,language_or_single_subject;tuition_over_15000,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F205,河北经贸大学,F20502,103,7,不限；X；U；要求,2；資亮；評冬；N；人数,4600；年；学；（元）；2；5060；4900,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F294,中北大学,F29401,106,5,不限,5；3；10,5100,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F302,晋中学院,F30202,108,2,不限,19,2；4500；4950,language_or_single_subject;priority_3_teacher;tuition_over_15000,tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F305,忻州师范学院,F30506,109,2,不限,,4950；5800,language_or_single_subject;priority_3_teacher;tuition_over_15000,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F386,内蒙古工业大学,F38602,111,1,不限；化学,5；10,4200,language_or_single_subject;tuition_over_15000,plan_count_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,hard_risk_group_review_queue_ocr_draft,硬风险,语种或单科限制；学费超过当前上限,F463,沈阳航空航天大学,F46301,112,17,化学；再选；科目；要求,2；人数；1,5200；元）,language_or_single_subject;priority_2_computer;tuition_over_15000,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,否,否,needs_manual_pdf_review,false,风险标签必须人工复核；进入最终表前需证明组内调剂可接受
