学校闭环索引ID,来源逐专业闭环批次表,来源期号,来源PDF_SHA256,数据阶段,索引粒度,最终可用,可进入下一阶段,院校代码,院校名称OCR,学校执行总序,专业明细数,涉及PDF页数,涉及专业组数,C0_P0主批次专业明细数,C1字段缺口主批次专业明细数,C2官网辅证主批次专业明细数,C3常规三方主批次专业明细数,C4低风险抽检主批次专业明细数,含官网辅证任务专业明细数,B0B1官网差异专业明细数,有高校官网来源线索专业明细数,偏好专业明细数,高校官网来源状态分布,首个PDF页码,首个专业行ID,首要核验动作,下一步
CLOSESCHOOL-111993f91fbde726,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H668,湖南理工大学,4030,6,1,1,1,5,0,0,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:6,181,M-4d228b5e00536d84,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-19cc8cbba1a5bb5b,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H769,广东海洋大学,4035,15,1,8,7,8,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:15,186,M-4fc30b06751e58ed,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-93260b05d6f32193,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H770,广州医科大学,4039,6,1,3,5,1,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:6,186,M-7fc5f06011585d0d,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-b4fc91ee68579189,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H772,广州中医药大学,4056,10,1,4,10,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:10,187,M-f4c213f15ac8122c,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-447b258e20b32713,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,C170,武汉职业技术大学,4062,12,1,2,1,11,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:12,81,M-8d86b6d6361e2f92,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-90cddbf4c40c1520,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H680,湖南城市学院,4067,6,1,1,1,5,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:6,183,M-dd84efcb298d4cb5,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-610d23154a93d863,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H768,华南农业大学,4070,43,1,3,4,38,0,1,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:43,186,M-88413e45114f2acc,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-19bcea4c4882f254,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H781,嘉应学院,4077,3,1,3,1,1,0,1,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:3,188,M-fe930b348abadcb9,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-09a17f7b4951ca77,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H730,衡阳师范学院南岳学院,4085,5,1,1,1,3,0,1,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:5,185,M-5379211534ee9a96,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-11aeb47dc8fca3d5,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H789,广州航海学院,4093,1,1,1,1,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:1,189,M-fee9d6d222082ce8,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-42b90a37ad3d3769,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H790,广东警官学院,4094,1,1,1,1,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:1,189,M-604d22cfc7f901cf,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-7d7bbd8d07cb8568,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H793,广东金融学院,4095,3,1,2,1,2,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:3,189,M-db1763548b4bfa4a,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-e32134e2f63b85f6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H671,邵阳学院,4100,12,1,2,1,9,0,2,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:12,181,M-942335991c4462aa,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-713ccf1f360232d6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H727,中南林业科技大学涉外学院,4103,10,2,2,1,8,0,1,0,0,0,0,3,not_yet_school_source_searched_in_full_workbench:10,185,M-a43d8adb23abd07b,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-f27ae6b82fd2563b,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H728,常德学院,4104,7,1,1,2,4,0,1,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:7,185,M-762b415bd9a1e940,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-55fbc57115eafa38,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H659,湖南科技大学,4113,55,2,1,4,49,0,2,0,0,0,0,9,not_yet_school_source_searched_in_full_workbench:55,178,M-4a09892d53393a56,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-2de7de2fc7e4fc1a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H798,佛山大学,4127,8,1,4,2,4,0,1,1,0,0,0,0,not_yet_school_source_searched_in_full_workbench:8,191,M-f95b623d50e888d5,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-3060243a303bec57,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H799,南方医科大学,4128,9,2,4,7,2,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:9,191,M-c7eead9f47a8a1d0,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-1d7f739c08b65a02,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,F008,北京农学院,4138,4,1,2,1,3,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:4,93,M-7e4e4b0e1c5ad1f4,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-eeaa9c5eb814e906,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,P013,北京物资学院,4140,2,1,1,1,1,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:2,93,M-879eba812bb00865,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-3305ee823a8e4406,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H774,华南师范大学,4141,7,1,1,1,5,0,1,0,0,0,0,4,not_yet_school_source_searched_in_full_workbench:7,187,M-3f50df1b38ecf811,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-548f606a1863a64e,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H795,东莞理工学院,4144,4,1,1,1,3,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:4,190,M-f4a3fc7bdaa51647,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-8c6648ce25f902e8,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H845,广州华立学院,4146,2,1,2,2,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:2,193,M-5f990e0a92514212,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-6eaa092feeb63a0f,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H847,广州商学院,4148,6,1,2,6,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:6,193,M-b441e97be76be712,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-48224480b7480117,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H854,广东工商职业技术大学,4154,2,1,1,2,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:2,193,M-2c16948c5c1b534a,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-be8e8d47810a0c6a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H851,广州科技职业技术大学,4171,4,1,1,3,1,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:4,193,M-63d0a7df61fd7006,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-b05d02bd490b59a6,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H859,深圳北理莫斯科大学,4176,5,1,3,3,2,0,0,0,0,0,0,1,not_yet_school_source_searched_in_full_workbench:5,194,M-7e25457738481539,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-3a4542c42d0ddbc7,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H860,广东以色列理工学院,4177,5,1,1,5,0,0,0,0,0,0,0,0,not_yet_school_source_searched_in_full_workbench:5,194,M-a5f108f33b56a73e,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
CLOSESCHOOL-17cf15daa437793a,data/working/issue19-foundation-closure-major-batches.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_foundation_closure_school_index,院校,false,false,H890,广西大学,4178,22,1,3,3,19,0,0,0,0,0,0,2,not_yet_school_source_searched_in_full_workbench:22,194,M-64388b20e3414913,回看PDF原页并同步补湖北官方系统/高校官网证据,按学校补湖北官方系统和高校官网/章程来源，再回到逐专业闭环批次表逐行核字段、家庭接受度和调剂范围。
