专业代号顺序风险ID,来源专业行原页证据锚点表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,机器能否自动修复,风险规则ID,风险类型,风险等级,专业行ID,相邻前一专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,相邻前一专业序号,专业代号OCR,相邻前一专业代号OCR,专业代号解析值,相邻前一专业代号解析值,专业代号解析差,专业名称及备注短摘,专业起始行号,相邻前一专业起始行号,专业起始y,相邻前一专业起始y,证据摘要,不得进入原因,下一步
CODERISK-47d604f5f1313221,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-a8063f973d063488,M-46c9b02131af48cf,G-a7af833b8de15bdc,K069,重庆医科大学,K06901,204,left,5,4,05,GA,5,170,-165,,23,3,0.768895,0.912653,相邻专业代号解析差 -165 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d63c104d78e01da1,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-f5e42ca01ef4b70f,M-bb3c6baebf0cfae5,G-57c51c5bf67d0db0,K069,重庆医科大学,K06902,204,left,3,2,1,10,1,10,-9,,36,34,0.607558,0.630612,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-01b539be4582eab7,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-2ed9198be965d2cd,M-f5e42ca01ef4b70f,G-57c51c5bf67d0db0,K069,重庆医科大学,K06902,204,left,4,3,12,1,12,1,11,,38,36,0.582849,0.607558,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-7e7da2c01dc59473,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-e948a1ec4d6a754f,M-d8b3686122020b5c,G-48a43f7f729a8e4b,K069,重庆医科大学,K06905,204,left,3,2,K0,21,200,21,179,,61,57,0.286337,0.328488,相邻专业代号解析差 179 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-dccc868922280005,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-f7826fcaa84af016,M-1bdc94aa498ddc78,G-d01a1e91b0f2c945,K075,西南政法大学,K07505,205,right,4,3,K0,10,200,10,190,,184,183,0.513008,0.526016,相邻专业代号解析差 190 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-aa914c51ad5818ae,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-b8afa57bc6b1dc77,M-7621b3c1abcbcdce,G-8e0f9b193256f2b9,K077,重庆科技大学,K07703,205,right,8,7,1,10,1,10,-9,,208,206,0.215041,0.239826,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d9925d3135a6b664,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-0a6704359f42d9f0,M-4eefa8b6746d9899,G-043900457ba659f2,K160,川北医学院,K16003,211,right,2,1,KA,03,210,3,207,,113,72,0.914228,0.058130,相邻专业代号解析差 207 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-392a77a4bc88d067,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-630ed232d13b7a52,M-584b90b8b15739d7,G-af2ace810dc10636,K209,成都东软学院,K20902,213,left,5,4,1,10,1,10,-9,,47,46,0.447489,0.460569,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-60fd81a08aae9a6b,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-287281646a9698d7,M-630ed232d13b7a52,G-af2ace810dc10636,K209,成都东软学院,K20902,213,left,6,5,12,1,12,1,11,,48,47,0.436047,0.447489,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-d987e3acc97aa163,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-243d1e7511b99afa,M-efa5fbc0b13e5159,G-b3403defe46b3a9e,K211,电子科技大学成都学院,K21103,213,left,5,4,1,10,1,10,-9,,78,76,0.129268,0.152439,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-c7354e70972bfb30,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-a73472d031cce20f,M-243d1e7511b99afa,G-b3403defe46b3a9e,K211,电子科技大学成都学院,K21103,213,left,6,5,12,1,12,1,11,,79,78,0.116260,0.129268,相邻专业代号解析差 11 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-266e94332ccdd44a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-87491624204a1434,M-760b309a1304f881,G-a7a494b6adef98c8,K214,成都银杏酒店管理学院,K21402,213,right,2,1,05,14,5,14,-9,,174,171,0.619106,0.654065,相邻专业代号解析差 -9 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-9e138e7a7fbde60c,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-31fa423710b9f07d,M-db3f18712d5af269,G-ce1c7186d53d0b3f,K218,四川工业科技学院,K21801,213,right,6,5,11,05,11,5,6,,214,210,0.168605,0.206395,相邻专业代号解析差 6 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-2e1a86275d8cefcd,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-ac990cbd0e78ef0c,M-7e4ac1db173b5c2c,G-e80334e8efb1a0a5,K257,贵州医科大学,K25707,215,right,2,1,A0,12,100,12,88,,118,84,0.914228,0.094309,相邻专业代号解析差 88 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-5d86a96f9e9c8110,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-d4bbd73a4abfc1c4,M-f6ee06f85b13d08e,G-cebdde10f4e25ac6,K270,贵州民族大学,K27005,216,left,2,1,04,05,4,5,-1,,68,65,0.289244,0.326939,相邻专业代号解析差 -1 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-bb1116e9564c5c7d,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-f0b857c68971f5f1,M-ce7df9e99e3807dd,G-d94504b7630e62c6,K275,贵州师范学院,K27502,216,right,2,1,02,02,2,2,0,,194,190,0.491279,0.552245,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-3e06de9fce96ab42,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-2d068346a91797ee,M-3544eb53147509f1,G-49e643a8075e66a8,K310,贵阳人文科技学院,K31003,217,left,4,3,01,06,1,6,-5,,38,33,0.476744,0.545058,相邻专业代号解析差 -5 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-f5741769545cd4b3,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-0b48c43c67578511,M-ea74776b86cff1d0,G-49e643a8075e66a8,K310,贵阳人文科技学院,K31003,217,left,6,5,02,02,2,2,0,,44,43,0.406911,0.419919,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-9ed8f5b3541806d1,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-71139a2cc510da52,M-9f06e2b624082bd7,G-49e643a8075e66a8,K310,贵阳人文科技学院,K31003,217,left,8,7,03,03,3,3,0,,47,46,0.370640,0.383721,相邻专业代号解析差 0 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-2516131b770af9b9,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-696c93457dde73e0,M-57f66c13f0d3cbfb,G-86cb50f7cfe64289,K346,昆明理工大学,K34610,218,right,3,2,3,33,3,33,-30,,169,168,0.629360,0.662791,相邻专业代号解析差 -30 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-334ade9c078a53b3,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C03_MAJOR_CODE_JUMP_GT_5,同组相邻专业代号解析值跳变过大,P2-专业代号序列复核,M-19eb3fc708154094,M-696c93457dde73e0,G-86cb50f7cfe64289,K346,昆明理工大学,K34610,218,right,4,3,35,3,35,3,32,,170,169,0.617551,0.629360,相邻专业代号解析差 32 > 5,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
CODERISK-2cc8f0df0d9f189a,data/working/issue19-major-line-pdf-evidence-anchors.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_major_code_order_risk_ledger,逐专业招生明细×专业代号顺序风险事件,false,false,false,C02_MAJOR_CODE_NOT_INCREASING,同组相邻专业代号解析值不递增,P1-专业代号先核,M-28fd50c62c756c5d,M-7d264acde44f4ac3,G-b27a0dffc5f01414,K405,昆明文理学院,K40503,221,right,3,2,07,10,7,10,-3,,212,207,0.248374,0.296341,相邻专业代号解析差 -3 <= 0,专业代号顺序风险未人工核验前，不得把该专业行作为最终事实或志愿排序依据。,回看PDF原页同组专业代号序列，并用湖北官方系统或省招办计划逐行确认专业代号。
